Part Number,Customer,Sales forecast,date
EEFCX0J221YR,PST/FOX,230000.0,2025-06-01
EEFCX0J221YR,PST/PEGA,0.0,2025-06-01
EEFCX0J221YR,PST/QUAC,14000.0,2025-06-01
EEFCX0J221YR,CPM,0.0,2025-07-01
EEFCX0J221YR,PICS/FEI,38500.0,2025-07-01
EEFCX0J221YR,PICS/LIA,0.0,2025-07-01
EEFCX0J221YR,PICS/POD,0.0,2025-07-01
EEFCX0J221YR,PICS/WAI,35000.0,2025-07-01
EEFCX0J221YR,PSIZ/JM,0.0,2025-07-01
EEFCX0J221YR,PSIZ/KO1,525000.0,2025-07-01
EEFCX0J221YR,PSIZ/SIN,280000.0,2025-07-01
EEFCX0J221YR,PSIZ/SU2,0.0,2025-07-01
EEFCX0J221YR,PSIZ/TEB,0.0,2025-07-01
EEFCX0J221YR,PST/ACE,0.0,2025-07-01
EEFCX0J221YR,PST/CHTT,1850000.0,2025-07-01
EEFCX0J221YR,PST/FOX,190000.0,2025-07-01
EEFCX0J221YR,PST/PEGA,0.0,2025-07-01
EEFCX0J221YR,PST/QUAC,21000.0,2025-07-01
EEFCX0J221YR,CPM,0.0,2025-08-01
EEFCX0J221YR,PICS/FEI,38500.0,2025-08-01
EEFCX0J221YR,PICS/LIA,0.0,2025-08-01
EEFCX0J221YR,PICS/POD,0.0,2025-08-01
EEFCX0J221YR,PICS/WAI,0.0,2025-08-01
EEFCX0J221YR,PSIZ/JM,0.0,2025-08-01
EEFCX0J221YR,PSIZ/KO1,525000.0,2025-08-01
EEFCX0J221YR,PSIZ/SIN,210000.0,2025-08-01
EEFCX0J221YR,PSIZ/SU2,0.0,2025-08-01
EEFCX0J221YR,PSIZ/TEB,0.0,2025-08-01
EEFCX0J221YR,PST/ACE,0.0,2025-08-01
EEFCX0J221YR,PST/CHTT,1305000.0,2025-08-01
EEFCX0J221YR,PST/FOX,300000.0,2025-08-01
EEFCX0J221YR,PST/PEGA,0.0,2025-08-01
EEFCX0J221YR,PST/QUAC,0.0,2025-08-01
EEFCX0J221YR,CPM,0.0,2025-09-01
EEFCX0J221YR,PICS/FEI,38500.0,2025-09-01
EEFCX0J221YR,PICS/LIA,0.0,2025-09-01
EEFCX0J221YR,PICS/POD,0.0,2025-09-01
EEFCX0J221YR,PICS/WAI,0.0,2025-09-01
EEFCX0J221YR,PSIZ/JM,0.0,2025-09-01
EEFCX0J221YR,PSIZ/KO1,525000.0,2025-09-01
EEFCX0J221YR,PSIZ/SIN,210000.0,2025-09-01
EEFCX0J221YR,PSIZ/SU2,0.0,2025-09-01
EEFCX0J221YR,PSIZ/TEB,0.0,2025-09-01
EEFCX0J221YR,PST/ACE,0.0,2025-09-01
EEFCX0J221YR,PST/CHTT,1200000.0,2025-09-01
EEFCX0J221YR,PST/FOX,230000.0,2025-09-01
EEFCX0J221YR,PST/PEGA,0.0,2025-09-01
EEFCX0J221YR,PST/QUAC,14000.0,2025-09-01
EEFCX0J470R,PST/NICH,0.0,2025-03-01
EEFCX0J470R,PST/NICH,0.0,2025-04-01
EEFCX0J470R,PST/NICH,0.0,2025-05-01
EEFCX0J470R,PST/NICH,0.0,2025-06-01
EEFCX0J470R,PST/NICH,0.0,2025-07-01
EEFCX0J470R,PST/NICH,0.0,2025-08-01
EEFCX0J470R,PST/NICH,0.0,2025-09-01
EEFCX1A101R,PICS/LIA,0.0,2025-03-01
EEFCX1A101R,PICS/MON,0.0,2025-03-01
EEFCX1A101R,PSIZ/YEH,0.0,2025-03-01
EEFCX1A101R,PST/FOX,7000.0,2025-03-01
EEFCX1A101R,PST/NICH,14000.0,2025-03-01
EEFCX1A101R,PICS/LIA,0.0,2025-04-01
EEFCX1A101R,PICS/MON,0.0,2025-04-01
EEFCX1A101R,PSIZ/YEH,0.0,2025-04-01
EEFCX1A101R,PST/FOX,14000.0,2025-04-01
EEFCX1A101R,PST/NICH,7000.0,2025-04-01
EEFCX1A101R,PICS/LIA,0.0,2025-05-01
EEFCX1A101R,PICS/MON,0.0,2025-05-01
EEFCX1A101R,PSIZ/YEH,0.0,2025-05-01
EEFCX1A101R,PST/FOX,0.0,2025-05-01
EEFCX1A101R,PST/NICH,21000.0,2025-05-01
EEFCX1A101R,PICS/LIA,0.0,2025-06-01
EEFCX1A101R,PICS/MON,0.0,2025-06-01
EEFCX1A101R,PSIZ/YEH,0.0,2025-06-01
EEFCX1A101R,PST/FOX,0.0,2025-06-01
EEFCX1A101R,PST/NICH,21000.0,2025-06-01
EEFCX1A101R,PICS/LIA,0.0,2025-07-01
EEFCX1A101R,PICS/MON,0.0,2025-07-01
EEFCX1A101R,PSIZ/YEH,0.0,2025-07-01
EEFCX1A101R,PST/FOX,14000.0,2025-07-01
EEFCX1A101R,PST/NICH,7000.0,2025-07-01
EEFCX1A101R,PICS/LIA,0.0,2025-08-01
EEFCX1A101R,PICS/MON,0.0,2025-08-01
EEFCX1A101R,PSIZ/YEH,0.0,2025-08-01
EEFCX1A101R,PST/FOX,0.0,2025-08-01
EEFCX1A101R,PST/NICH,21000.0,2025-08-01
EEFCX1A101R,PICS/LIA,0.0,2025-09-01
EEFCX1A101R,PICS/MON,0.0,2025-09-01
EEFCX1A101R,PSIZ/YEH,0.0,2025-09-01
EEFCX1A101R,PST/FOX,0.0,2025-09-01
EEFCX1A101R,PST/NICH,21000.0,2025-09-01
EEFCX1C470R,PDG/AR1,0.0,2025-03-01
EEFCX1C470R,PDG/AR2,0.0,2025-03-01
EEFCX1C470R,PICS/MON,0.0,2025-03-01
EEFCX1C470R,PSA/SAD,0.0,2025-03-01
EEFCX1C470R,PSIZ/JM,35000.0,2025-03-01
EEFCX1C470R,PSIZ/SU2,0.0,2025-03-01
EEFCX1C470R,PST/FOX,0.0,2025-03-01
EEFCX1C470R,PST/FOXC,0.0,2025-03-01
EEFCX1C470R,PST/PODA,0.0,2025-03-01
EEFCX1C470R,PST/QUAC,87500.0,2025-03-01
EEFCX1C470R,PDG/AR1,0.0,2025-04-01
EEFCX1C470R,PDG/AR2,0.0,2025-04-01
EEFCX1C470R,PICS/MON,0.0,2025-04-01
EEFCX1C470R,PSA/SAD,0.0,2025-04-01
EEFCX1C470R,PSIZ/JM,35000.0,2025-04-01
EEFCX1C470R,PSIZ/SU2,0.0,2025-04-01
EEFCX1C470R,PST/FOX,0.0,2025-04-01
EEFCX1C470R,PST/FOXC,0.0,2025-04-01
EEFCX1C470R,PST/PODA,0.0,2025-04-01
EEFCX1C470R,PST/QUAC,87500.0,2025-04-01
EEFCX1C470R,PDG/AR1,0.0,2025-05-01
EEFCX1C470R,PDG/AR2,0.0,2025-05-01
EEFCX1C470R,PICS/MON,0.0,2025-05-01
EEFCX1C470R,PSA/SAD,0.0,2025-05-01
EEFCX1C470R,PSIZ/JM,0.0,2025-05-01
EEFCX1C470R,PSIZ/SU2,0.0,2025-05-01
EEFCX1C470R,PST/FOX,0.0,2025-05-01
EEFCX1C470R,PST/FOXC,0.0,2025-05-01
EEFCX1C470R,PST/PODA,0.0,2025-05-01
EEFCX1C470R,PST/QUAC,8400.0,2025-05-01
EEFCX1C470R,PDG/AR1,0.0,2025-06-01
EEFCX1C470R,PDG/AR2,0.0,2025-06-01
EEFCX1C470R,PICS/MON,0.0,2025-06-01
EEFCX1C470R,PSA/SAD,0.0,2025-06-01
EEFCX1C470R,PSIZ/JM,0.0,2025-06-01
EEFCX1C470R,PSIZ/SU2,0.0,2025-06-01
EEFCX1C470R,PST/FOX,0.0,2025-06-01
EEFCX1C470R,PST/FOXC,0.0,2025-06-01
EEFCX1C470R,PST/PODA,17500.0,2025-06-01
EEFCX1C470R,PST/QUAC,35000.0,2025-06-01
EEFCX1C470R,PDG/AR1,0.0,2025-07-01
EEFCX1C470R,PDG/AR2,0.0,2025-07-01
EEFCX1C470R,PICS/MON,0.0,2025-07-01
EEFCX1C470R,PSA/SAD,0.0,2025-07-01
EEFCX1C470R,PSIZ/JM,0.0,2025-07-01
EEFCX1C470R,PSIZ/SU2,0.0,2025-07-01
EEFCX1C470R,PST/FOX,0.0,2025-07-01
EEFCX1C470R,PST/FOXC,0.0,2025-07-01
EEFCX1C470R,PST/PODA,0.0,2025-07-01
EEFCX1C470R,PST/QUAC,87500.0,2025-07-01
EEFCX1C470R,PDG/AR1,0.0,2025-08-01
EEFCX1C470R,PDG/AR2,0.0,2025-08-01
EEFCX1C470R,PICS/MON,0.0,2025-08-01
EEFCX1C470R,PSA/SAD,0.0,2025-08-01
EEFCX1C470R,PSIZ/JM,0.0,2025-08-01
EEFCX1C470R,PSIZ/SU2,0.0,2025-08-01
EEFCX1C470R,PST/FOX,0.0,2025-08-01
EEFCX1C470R,PST/FOXC,0.0,2025-08-01
EEFCX1C470R,PST/PODA,0.0,2025-08-01
EEFCX1C470R,PST/QUAC,8400.0,2025-08-01
EEFCX1C470R,PDG/AR1,0.0,2025-09-01
EEFCX1C470R,PDG/AR2,0.0,2025-09-01
EEFCX1C470R,PICS/MON,0.0,2025-09-01
EEFCX1C470R,PSA/SAD,0.0,2025-09-01
EEFCX1C470R,PSIZ/JM,0.0,2025-09-01
EEFCX1C470R,PSIZ/SU2,0.0,2025-09-01
EEFCX1C470R,PST/FOX,0.0,2025-09-01
EEFCX1C470R,PST/FOXC,0.0,2025-09-01
EEFCX1C470R,PST/PODA,17500.0,2025-09-01
EEFCX1C470R,PST/QUAC,35000.0,2025-09-01
EEFCX1C680R,PDG/ARN,0.0,2025-03-01
EEFCX1C680R,PSIZ/SUN,0.0,2025-03-01
EEFCX1C680R,PSIZ/TEB,0.0,2025-03-01
EEFCX1C680R,PSIZ/ZTC,0.0,2025-03-01
EEFCX1C680R,PST/FOX,0.0,2025-03-01
EEFCX1C680R,PST/PODA,7000.0,2025-03-01
EEFCX1C680R,PDG/ARN,0.0,2025-04-01
EEFCX1C680R,PSIZ/SUN,420000.0,2025-04-01
EEFCX1C680R,PSIZ/TEB,31500.0,2025-04-01
EEFCX1C680R,PSIZ/ZTC,7000.0,2025-04-01
EEFCX1C680R,PST/FOX,0.0,2025-04-01
EEFCX1C680R,PST/PODA,0.0,2025-04-01
EEFCX1C680R,PDG/ARN,0.0,2025-05-01
EEFCX1C680R,PSIZ/SUN,560000.0,2025-05-01
EEFCX1C680R,PSIZ/TEB,31500.0,2025-05-01
EEFCX1C680R,PSIZ/ZTC,3500.0,2025-05-01
EEFCX1C680R,PST/FOX,0.0,2025-05-01
EEFCX1C680R,PST/PODA,0.0,2025-05-01
EEFCX1C680R,PDG/ARN,0.0,2025-06-01
EEFCX1C680R,PSIZ/SUN,560000.0,2025-06-01
EEFCX1C680R,PSIZ/TEB,31500.0,2025-06-01
EEFCX1C680R,PSIZ/ZTC,3500.0,2025-06-01
EEFCX1C680R,PST/FOX,0.0,2025-06-01
EEFCX1C680R,PST/PODA,0.0,2025-06-01
EEFCX1C680R,PDG/ARN,0.0,2025-07-01
EEFCX1C680R,PSIZ/SUN,630000.0,2025-07-01
EEFCX1C680R,PSIZ/TEB,31500.0,2025-07-01
EEFCX1C680R,PSIZ/ZTC,7000.0,2025-07-01
EEFCX1C680R,PST/FOX,0.0,2025-07-01
EEFCX1C680R,PST/PODA,0.0,2025-07-01
EEFCX1C680R,PDG/ARN,0.0,2025-08-01
EEFCX1C680R,PSIZ/SUN,630000.0,2025-08-01
EEFCX1C680R,PSIZ/TEB,31500.0,2025-08-01
EEFCX1C680R,PSIZ/ZTC,14000.0,2025-08-01
EEFCX1C680R,PST/FOX,0.0,2025-08-01
EEFCX1C680R,PST/PODA,0.0,2025-08-01
EEFCX1C680R,PDG/ARN,0.0,2025-09-01
EEFCX1C680R,PSIZ/SUN,630000.0,2025-09-01
EEFCX1C680R,PSIZ/TEB,31500.0,2025-09-01
EEFCX1C680R,PSIZ/ZTC,17500.0,2025-09-01
EEFCX1C680R,PST/FOX,0.0,2025-09-01
EEFCX1C680R,PST/PODA,0.0,2025-09-01
EEFCX1D470R,PICS/LIA,0.0,2025-03-01
EEFCX1D470R,PICS/WAT,0.0,2025-03-01
EEFCX1D470R,PSA/AVEX,0.0,2025-03-01
EEFCX1D470R,PSA/HEWL,0.0,2025-03-01
EEFCX1D470R,PICS/LIA,0.0,2025-04-01
EEFCX1D470R,PICS/WAT,0.0,2025-04-01
EEFCX1D470R,PSA/AVEX,0.0,2025-04-01
EEFCX1D470R,PSA/HEWL,0.0,2025-04-01
EEFCX1D470R,PICS/LIA,0.0,2025-05-01
EEFCX1D470R,PICS/WAT,0.0,2025-05-01
EEFCX1D470R,PSA/AVEX,0.0,2025-05-01
EEFCX1D470R,PSA/HEWL,0.0,2025-05-01
EEFCX1D470R,PICS/LIA,0.0,2025-06-01
EEFCX1D470R,PICS/WAT,0.0,2025-06-01
EEFCX1D470R,PSA/AVEX,0.0,2025-06-01
EEFCX1D470R,PSA/HEWL,0.0,2025-06-01
EEFCX1D470R,PICS/LIA,0.0,2025-07-01
EEFCX1D470R,PICS/WAT,0.0,2025-07-01
EEFCX1D470R,PSA/AVEX,0.0,2025-07-01
EEFCX1D470R,PSA/HEWL,0.0,2025-07-01
EEFCX1D470R,PICS/LIA,0.0,2025-08-01
EEFCX1D470R,PICS/WAT,0.0,2025-08-01
EEFCX1D470R,PSA/AVEX,0.0,2025-08-01
EEFCX1D470R,PSA/HEWL,0.0,2025-08-01
EEFCX1D470R,PICS/LIA,0.0,2025-09-01
EEFCX1D470R,PICS/WAT,0.0,2025-09-01
EEFCX1D470R,PSA/AVEX,0.0,2025-09-01
EEFCX1D470R,PSA/HEWL,0.0,2025-09-01
EEFCX1D560R,PSI/OSE1,0.0,2025-03-01
EEFCX1D560R,PSIZ/SUN,52500.0,2025-03-01
EEFCX1D560R,PST/CHTT,0.0,2025-03-01
EEFCX1D560R,PSI/OSE1,0.0,2025-04-01
EEFCX1D560R,PSIZ/SUN,1277500.0,2025-04-01
EEFCX1D560R,PST/CHTT,0.0,2025-04-01
EEFCX1D560R,PSI/OSE1,0.0,2025-05-01
EEFCX1D560R,PSIZ/SUN,665000.0,2025-05-01
EEFCX1D560R,PST/CHTT,35000.0,2025-05-01
EEFCX1D560R,PSI/OSE1,0.0,2025-06-01
EEFCX1D560R,PSIZ/SUN,665000.0,2025-06-01
EEFCX1D560R,PST/CHTT,35000.0,2025-06-01
EEFCX1D560R,PSI/OSE1,0.0,2025-07-01
EEFCX1D560R,PSIZ/SUN,560000.0,2025-07-01
EEFCX1D560R,PST/CHTT,0.0,2025-07-01
EEFCX1D560R,PSI/OSE1,0.0,2025-08-01
EEFCX1D560R,PSIZ/SUN,560000.0,2025-08-01
EEFCX1D560R,PST/CHTT,35000.0,2025-08-01
EEFCX1D560R,PSI/OSE1,0.0,2025-09-01
EEFCX1D560R,PSIZ/SUN,560000.0,2025-09-01
EEFCX1D560R,PST/CHTT,35000.0,2025-09-01
EEFCX1E150KR,PST/CHTT,0.0,2025-03-01
EEFCX1E150KR,PST/PEGA,0.0,2025-03-01
EEFCX1E150KR,PST/QUAC,0.0,2025-03-01
EEFCX1E150KR,PST/CHTT,0.0,2025-04-01
EEFCX1E150KR,PST/PEGA,0.0,2025-04-01
EEFCX1E150KR,PST/QUAC,0.0,2025-04-01
EEFCX1E150KR,PST/CHTT,0.0,2025-05-01
EEFCX1E150KR,PST/PEGA,0.0,2025-05-01
EEFCX1E150KR,PST/QUAC,0.0,2025-05-01
EEFCX1E150KR,PST/CHTT,0.0,2025-06-01
EEFCX1E150KR,PST/PEGA,0.0,2025-06-01
EEFCX1E150KR,PST/QUAC,0.0,2025-06-01
EEFCX1E150KR,PST/CHTT,0.0,2025-07-01
EEFCX1E150KR,PST/PEGA,0.0,2025-07-01
EEFCX1E150KR,PST/QUAC,0.0,2025-07-01
EEFCX1E150KR,PST/CHTT,0.0,2025-08-01
EEFCX1E150KR,PST/PEGA,0.0,2025-08-01
EEFCX1E150KR,PST/QUAC,0.0,2025-08-01
EEFCX1E150KR,PST/CHTT,0.0,2025-09-01
EEFCX1E150KR,PST/PEGA,0.0,2025-09-01
EEFCX1E150KR,PST/QUAC,0.0,2025-09-01
EEFCX1E150R,PICS/WAT,0.0,2025-03-01
EEFCX1E150R,PST/CHTT,0.0,2025-03-01
EEFCX1E150R,PST/PEGA,0.0,2025-03-01
EEFCX1E150R,PICS/WAT,0.0,2025-04-01
EEFCX1E150R,PST/CHTT,0.0,2025-04-01
EEFCX1E150R,PST/PEGA,0.0,2025-04-01
EEFCX1E150R,PICS/WAT,0.0,2025-05-01
EEFCX1E150R,PST/CHTT,0.0,2025-05-01
EEFCX1E150R,PST/PEGA,0.0,2025-05-01
EEFCX1E150R,PICS/WAT,0.0,2025-06-01
EEFCX1E150R,PST/CHTT,0.0,2025-06-01
EEFCX1E150R,PST/PEGA,0.0,2025-06-01
EEFCX1E150R,PICS/WAT,0.0,2025-07-01
EEFCX1E150R,PST/CHTT,0.0,2025-07-01
EEFCX1E150R,PST/PEGA,0.0,2025-07-01
EEFCX1E150R,PICS/WAT,0.0,2025-08-01
EEFCX1E150R,PST/CHTT,0.0,2025-08-01
EEFCX1E150R,PST/PEGA,0.0,2025-08-01
EEFCX1E150R,PICS/WAT,0.0,2025-09-01
EEFCX1E150R,PST/CHTT,0.0,2025-09-01
EEFCX1E150R,PST/PEGA,0.0,2025-09-01
EEFCX1E220R,PICS/WAT,0.0,2025-03-01
EEFCX1E220R,PST/PODA,0.0,2025-03-01
EEFCX1E220R,PICS/WAT,0.0,2025-04-01
EEFCX1E220R,PST/PODA,0.0,2025-04-01
EEFCX1E220R,PICS/WAT,0.0,2025-05-01
EEFCX1E220R,PST/PODA,0.0,2025-05-01
EEFCX1E220R,PICS/WAT,0.0,2025-06-01
EEFCX1E220R,PST/PODA,0.0,2025-06-01
EEFCX1E220R,PICS/WAT,0.0,2025-07-01
EEFCX1E220R,PST/PODA,0.0,2025-07-01
EEFCX1E220R,PICS/WAT,0.0,2025-08-01
EEFCX1E220R,PST/PODA,0.0,2025-08-01
EEFCX1E220R,PICS/WAT,0.0,2025-09-01
EEFCX1E220R,PST/PODA,0.0,2025-09-01
EEFCX1E330R,PICS/KLT,210000.0,2025-03-01
EEFCX1E330R,PICS/SIN,0.0,2025-03-01
EEFCX1E330R,PICS/WAT,0.0,2025-03-01
EEFCX1E330R,PSIZ/JM,0.0,2025-03-01
EEFCX1E330R,PSIZ/LSI,0.0,2025-03-01
EEFCX1E330R,PSIZ/SU2,3500.0,2025-03-01
EEFCX1E330R,PST/FOX,0.0,2025-03-01
EEFCX1E330R,PST/PODA,310000.0,2025-03-01
EEFCX1E330R,PICS/KLT,560000.0,2025-04-01
EEFCX1E330R,PICS/SIN,0.0,2025-04-01
EEFCX1E330R,PICS/WAT,35000.0,2025-04-01
EEFCX1E330R,PSIZ/JM,0.0,2025-04-01
EEFCX1E330R,PSIZ/LSI,0.0,2025-04-01
EEFCX1E330R,PSIZ/SU2,7000.0,2025-04-01
EEFCX1E330R,PST/FOX,0.0,2025-04-01
EEFCX1E330R,PST/PODA,1080000.0,2025-04-01
EEFCX1E330R,PICS/KLT,350000.0,2025-05-01
EEFCX1E330R,PICS/SIN,0.0,2025-05-01
EEFCX1E330R,PICS/WAT,35000.0,2025-05-01
EEFCX1E330R,PSIZ/JM,0.0,2025-05-01
EEFCX1E330R,PSIZ/LSI,0.0,2025-05-01
EEFCX1E330R,PSIZ/SU2,0.0,2025-05-01
EEFCX1E330R,PST/FOX,0.0,2025-05-01
EEFCX1E330R,PST/PODA,1050000.0,2025-05-01
EEFCX1E330R,PICS/KLT,280000.0,2025-06-01
EEFCX1E330R,PICS/SIN,0.0,2025-06-01
EEFCX1E330R,PICS/WAT,35000.0,2025-06-01
EEFCX1E330R,PSIZ/JM,0.0,2025-06-01
EEFCX1E330R,PSIZ/LSI,0.0,2025-06-01
EEFCX1E330R,PSIZ/SU2,0.0,2025-06-01
EEFCX1E330R,PST/FOX,0.0,2025-06-01
EEFCX1E330R,PST/PODA,800000.0,2025-06-01
EEFCX1E330R,PICS/KLT,210000.0,2025-07-01
EEFCX1E330R,PICS/SIN,0.0,2025-07-01
EEFCX1E330R,PICS/WAT,0.0,2025-07-01
EEFCX1E330R,PSIZ/JM,0.0,2025-07-01
EEFCX1E330R,PSIZ/LSI,0.0,2025-07-01
EEFCX1E330R,PSIZ/SU2,0.0,2025-07-01
EEFCX1E330R,PST/FOX,0.0,2025-07-01
EEFCX1E330R,PST/PODA,800000.0,2025-07-01
EEFCX1E330R,PICS/KLT,350000.0,2025-08-01
EEFCX1E330R,PICS/SIN,0.0,2025-08-01
EEFCX1E330R,PICS/WAT,0.0,2025-08-01
EEFCX1E330R,PSIZ/JM,0.0,2025-08-01
EEFCX1E330R,PSIZ/LSI,0.0,2025-08-01
EEFCX1E330R,PSIZ/SU2,0.0,2025-08-01
EEFCX1E330R,PST/FOX,0.0,2025-08-01
EEFCX1E330R,PST/PODA,800000.0,2025-08-01
EEFCX1E330R,PICS/KLT,350000.0,2025-09-01
EEFCX1E330R,PICS/SIN,0.0,2025-09-01
EEFCX1E330R,PICS/WAT,0.0,2025-09-01
EEFCX1E330R,PSIZ/JM,0.0,2025-09-01
EEFCX1E330R,PSIZ/LSI,0.0,2025-09-01
EEFCX1E330R,PSIZ/SU2,0.0,2025-09-01
EEFCX1E330R,PST/FOX,0.0,2025-09-01
EEFCX1E330R,PST/PODA,800000.0,2025-09-01
EEFGX0D471L,BRI/ITC,0.0,2025-03-01
EEFGX0D471L,PICS/LIA,0.0,2025-03-01
EEFGX0D471L,PST/ACE,0.0,2025-03-01
EEFGX0D471L,PST/FOX,0.0,2025-03-01
EEFGX0D471L,BRI/ITC,0.0,2025-04-01
EEFGX0D471L,PICS/LIA,0.0,2025-04-01
EEFGX0D471L,PST/ACE,0.0,2025-04-01
EEFGX0D471L,PST/FOX,0.0,2025-04-01
EEFGX0D471L,BRI/ITC,0.0,2025-05-01
EEFGX0D471L,PICS/LIA,0.0,2025-05-01
EEFGX0D471L,PST/ACE,0.0,2025-05-01
EEFGX0D471L,PST/FOX,0.0,2025-05-01
EEFGX0D471L,BRI/ITC,0.0,2025-06-01
EEFGX0D471L,PICS/LIA,0.0,2025-06-01
EEFGX0D471L,PST/ACE,0.0,2025-06-01
EEFGX0D471L,PST/FOX,0.0,2025-06-01
EEFGX0D471L,BRI/ITC,0.0,2025-07-01
EEFGX0D471L,PICS/LIA,0.0,2025-07-01
EEFGX0D471L,PST/ACE,0.0,2025-07-01
EEFGX0D471L,PST/FOX,0.0,2025-07-01
EEFGX0D471L,BRI/ITC,0.0,2025-08-01
EEFGX0D471L,PICS/LIA,0.0,2025-08-01
EEFGX0D471L,PST/ACE,0.0,2025-08-01
EEFGX0D471L,PST/FOX,0.0,2025-08-01
EEFGX0D471L,BRI/ITC,0.0,2025-09-01
EEFGX0D471L,PICS/LIA,0.0,2025-09-01
EEFGX0D471L,PST/ACE,0.0,2025-09-01
EEFGX0D471L,PST/FOX,0.0,2025-09-01
EEFGX0D471R,AVN/CLED,1216500.0,2025-03-01
EEFGX0D471R,AVN/ELM,0.0,2025-03-01
EEFGX0D471R,BRI/ITC,206500.0,2025-03-01
EEFGX0D471R,PDG/ARN,143500.0,2025-03-01
EEFGX0D471R,PDG/FUT3,0.0,2025-03-01
EEFGX0D471R,PICS/AR,112000.0,2025-03-01
EEFGX0D471R,PICS/AR2,0.0,2025-03-01
EEFGX0D471R,PICS/ARR,0.0,2025-03-01
EEFGX0D471R,PICS/AUS,0.0,2025-03-01
EEFGX0D471R,PICS/FEI,0.0,2025-03-01
EEFGX0D471R,PICS/LIA,304500.0,2025-03-01
EEFGX0D471R,PICS/POD,0.0,2025-03-01
EEFGX0D471R,PSA/AVN1,147000.0,2025-03-01
EEFGX0D471R,PSA/FLE,49000.0,2025-03-01
EEFGX0D471R,PSA/HEWL,0.0,2025-03-01
EEFGX0D471R,PSA/SCI,777000.0,2025-03-01
EEFGX0D471R,PSA/SCI1,0.0,2025-03-01
EEFGX0D471R,PSI/GAO,0.0,2025-03-01
EEFGX0D471R,PSI/IMAC,388500.0,2025-03-01
EEFGX0D471R,PSI/JNSN,0.0,2025-03-01
EEFGX0D471R,PSIZ/SIN,0.0,2025-03-01
EEFGX0D471R,PSIZ/YEH,0.0,2025-03-01
EEFGX0D471R,PST/ACE,0.0,2025-03-01
EEFGX0D471R,PST/ACT,560000.0,2025-03-01
EEFGX0D471R,PST/FOX,161000.0,2025-03-01
EEFGX0D471R,PST/IECS,0.0,2025-03-01
EEFGX0D471R,PST/NICH,805000.0,2025-03-01
EEFGX0D471R,PST/QUAC,0.0,2025-03-01
EEFGX0D471R,AVN/CLED,1076000.0,2025-04-01
EEFGX0D471R,AVN/ELM,0.0,2025-04-01
EEFGX0D471R,BRI/ITC,311500.0,2025-04-01
EEFGX0D471R,PDG/ARN,108500.0,2025-04-01
EEFGX0D471R,PDG/FUT3,0.0,2025-04-01
EEFGX0D471R,PICS/AR,220500.0,2025-04-01
EEFGX0D471R,PICS/AR2,0.0,2025-04-01
EEFGX0D471R,PICS/ARR,0.0,2025-04-01
EEFGX0D471R,PICS/AUS,0.0,2025-04-01
EEFGX0D471R,PICS/FEI,0.0,2025-04-01
EEFGX0D471R,PICS/LIA,301000.0,2025-04-01
EEFGX0D471R,PICS/POD,0.0,2025-04-01
EEFGX0D471R,PSA/AVN1,325500.0,2025-04-01
EEFGX0D471R,PSA/FLE,0.0,2025-04-01
EEFGX0D471R,PSA/HEWL,0.0,2025-04-01
EEFGX0D471R,PSA/SCI,255500.0,2025-04-01
EEFGX0D471R,PSA/SCI1,0.0,2025-04-01
EEFGX0D471R,PSI/GAO,0.0,2025-04-01
EEFGX0D471R,PSI/IMAC,686000.0,2025-04-01
EEFGX0D471R,PSI/JNSN,0.0,2025-04-01
EEFGX0D471R,PSIZ/SIN,0.0,2025-04-01
EEFGX0D471R,PSIZ/YEH,0.0,2025-04-01
EEFGX0D471R,PST/ACE,0.0,2025-04-01
EEFGX0D471R,PST/ACT,490000.0,2025-04-01
EEFGX0D471R,PST/FOX,245000.0,2025-04-01
EEFGX0D471R,PST/IECS,0.0,2025-04-01
EEFGX0D471R,PST/NICH,1580000.0,2025-04-01
EEFGX0D471R,PST/QUAC,200000.0,2025-04-01
EEFGX0D471R,AVN/CLED,605500.0,2025-05-01
EEFGX0D471R,AVN/ELM,0.0,2025-05-01
EEFGX0D471R,BRI/ITC,52500.0,2025-05-01
EEFGX0D471R,PDG/ARN,35000.0,2025-05-01
EEFGX0D471R,PDG/FUT3,0.0,2025-05-01
EEFGX0D471R,PICS/AR,311500.0,2025-05-01
EEFGX0D471R,PICS/AR2,0.0,2025-05-01
EEFGX0D471R,PICS/ARR,0.0,2025-05-01
EEFGX0D471R,PICS/AUS,0.0,2025-05-01
EEFGX0D471R,PICS/FEI,0.0,2025-05-01
EEFGX0D471R,PICS/LIA,301000.0,2025-05-01
EEFGX0D471R,PICS/POD,0.0,2025-05-01
EEFGX0D471R,PSA/AVN1,143500.0,2025-05-01
EEFGX0D471R,PSA/FLE,0.0,2025-05-01
EEFGX0D471R,PSA/HEWL,0.0,2025-05-01
EEFGX0D471R,PSA/SCI,182000.0,2025-05-01
EEFGX0D471R,PSA/SCI1,0.0,2025-05-01
EEFGX0D471R,PSI/GAO,0.0,2025-05-01
EEFGX0D471R,PSI/IMAC,763000.0,2025-05-01
EEFGX0D471R,PSI/JNSN,0.0,2025-05-01
EEFGX0D471R,PSIZ/SIN,0.0,2025-05-01
EEFGX0D471R,PSIZ/YEH,0.0,2025-05-01
EEFGX0D471R,PST/ACE,0.0,2025-05-01
EEFGX0D471R,PST/ACT,490000.0,2025-05-01
EEFGX0D471R,PST/FOX,227500.0,2025-05-01
